Areaname,STCOU,Area_sqmi_2010
"Williamson, TN",47187,582.6
"Wilson, TN",47189,570.83
TEXAS,48000,261231.71
"Anderson, TX",48001,1062.6
"Andrews, TX",48003,1500.71
"Angelina, TX",48005,797.78
"Aransas, TX",48007,252.07
"Archer, TX",48009,903.11
"Armstrong, TX",48011,909.11
"Atascosa, TX",48013,1219.54
"Austin, TX",48015,646.51
"Bailey, TX",48017,826.8
"Bandera, TX",48019,790.96
"Bastrop, TX",48021,888.15
"Baylor, TX",48023,867.48
"Bee, TX",48025,880.24
"Bell, TX",48027,1051.02
"Bexar, TX",48029,1239.82
"Blanco, TX",48031,709.25
"Borden, TX",48033,897.44
"Bosque, TX",48035,982.98
"Bowie, TX",48037,885.01
"Brazoria, TX",48039,1357.7
"Brazos, TX",48041,585.45
"Brewster, TX",48043,6183.73
"Briscoe, TX",48045,900
"Brooks, TX",48047,943.36
"Brown, TX",48049,944.43
"Burleson, TX",48051,659.03
"Burnet, TX",48053,994.26
"Caldwell, TX",48055,545.26
"Calhoun, TX",48057,506.84
"Callahan, TX",48059,899.37
"Cameron, TX",48061,890.92
"Camp, TX",48063,195.83
"Carson, TX",48065,920.22
"Cass, TX",48067,936.96
"Castro, TX",48069,894.43
"Chambers, TX",48071,597.14
"Cherokee, TX",48073,1052.91
"Childress, TX",48075,696.41
"Clay, TX",48077,1088.72
"Cochran, TX",48079,775.15
"Coke, TX",48081,911.47
"Coleman, TX",48083,1261.95
"Collin, TX",48085,841.23
"Collingsworth, TX",48087,918.44
"Colorado, TX",48089,960.27
"Comal, TX",48091,559.48
"Comanche, TX",48093,937.75
"Concho, TX",48095,983.8
"Cooke, TX",48097,874.76
"Coryell, TX",48099,1052.07
"Cottle, TX",48101,900.56
"Crane, TX",48103,785.07
"Crockett, TX",48105,2807.33
"Crosby, TX",48107,900.2
"Culberson, TX",48109,3812.8
"Dallam, TX",48111,1503.26
"Dallas, TX",48113,871.28
"Dawson, TX",48115,900.31
"Deaf Smith, TX",48117,1496.87
"Delta, TX",48119,256.83
"Denton, TX",48121,878.43
"DeWitt, TX",48123,908.98
"Dickens, TX",48125,901.72
"Dimmit, TX",48127,1328.88
"Donley, TX",48129,926.89
"Duval, TX",48131,1793.48
"Eastland, TX",48133,926.49
"Ector, TX",48135,897.69
"Edwards, TX",48137,2117.86
"Ellis, TX",48139,935.49
"El Paso, TX",48141,1012.69
"Erath, TX",48143,1083.07
"Falls, TX",48145,765.48
"Fannin, TX",48147,890.84
"Fayette, TX",48149,950.01
"Fisher, TX",48151,898.94
"Floyd, TX",48153,992.14
"Foard, TX",48155,704.4
"Fort Bend, TX",48157,861.48
"Franklin, TX",48159,284.39
"Freestone, TX",48161,877.74
"Frio, TX",48163,1133.5
"Gaines, TX",48165,1502.38
"Galveston, TX",48167,378.36
"Garza, TX",48169,893.41
"Gillespie, TX",48171,1058.21
"Glasscock, TX",48173,900.22
"Goliad, TX",48175,852.01
"Gonzales, TX",48177,1066.69
"Gray, TX",48179,925.97
"Grayson, TX",48181,932.8
"Gregg, TX",48183,273.3
"Grimes, TX",48185,787.46
"Guadalupe, TX",48187,711.3
"Hale, TX",48189,1004.68
"Hall, TX",48191,883.49
"Hamilton, TX",48193,835.91
"Hansford, TX",48195,919.81
"Hardeman, TX",48197,695.11
"Hardin, TX",48199,890.57
"Harris, TX",48201,1703.48
"Harrison, TX",48203,899.95
"Hartley, TX",48205,1462.03
"Haskell, TX",48207,903.13
"Hays, TX",48209,677.98
"Hemphill, TX",48211,906.29
"Henderson, TX",48213,873.75
"Hidalgo, TX",48215,1570.87
"Hill, TX",48217,958.86
"Hockley, TX",48219,908.39
"Hood, TX",48221,420.64
"Hopkins, TX",48223,767.17
"Houston, TX",48225,1230.91
"Howard, TX",48227,900.79
"Hudspeth, TX",48229,4570.98
"Hunt, TX",48231,840.32
"Hutchinson, TX",48233,887.42
"Irion, TX",48235,1051.56
"Jack, TX",48237,910.66
"Jackson, TX",48239,829.44
"Jasper, TX",48241,938.85
"Jeff Davis, TX",48243,2264.56
"Jefferson, TX",48245,876.3
"Jim Hogg, TX",48247,1136.14
"Jim Wells, TX",48249,864.97
"Johnson, TX",48251,724.69
"Jones, TX",48253,928.55
"Karnes, TX",48255,747.56
"Kaufman, TX",48257,780.7
"Kendall, TX",48259,662.45
"Kenedy, TX",48261,1458.33
"Kent, TX",48263,902.51
"Kerr, TX",48265,1103.32
"Kimble, TX",48267,1250.99
"King, TX",48269,910.87
"Kinney, TX",48271,1360.06
"Kleberg, TX",48273,881.31
"Knox, TX",48275,850.62
"Lamar, TX",48277,907.19
"Lamb, TX",48279,1016.18
"Lampasas, TX",48281,712.84
"La Salle, TX",48283,1486.69
"Lavaca, TX",48285,969.71
"Lee, TX",48287,629.02
"Leon, TX",48289,1073.15
"Liberty, TX",48291,1158.42
"Limestone, TX",48293,905.29
"Lipscomb, TX",48295,932.18
"Live Oak, TX",48297,1039.7
"Llano, TX",48299,934.03
"Loving, TX",48301,668.93
"Lubbock, TX",48303,895.6
"Lynn, TX",48305,891.87
"McCulloch, TX",48307,1065.6
"McLennan, TX",48309,1037.1
"McMullen, TX",48311,1139.43
"Madison, TX",48313,466.07
"Marion, TX",48315,380.88
"Martin, TX",48317,914.94
"Mason, TX",48319,928.8
"Matagorda, TX",48321,1100.28
"Maverick, TX",48323,1279.26
"Medina, TX",48325,1325.36
"Menard, TX",48327,902.03
"Midland, TX",48329,900.3
"Milam, TX",48331,1016.93
"Mills, TX",48333,748.26
"Mitchell, TX",48335,911.09
"Montague, TX",48337,930.91
"Montgomery, TX",48339,1041.74
"Moore, TX",48341,899.69
"Morris, TX",48343,251.99
"Motley, TX",48345,989.56
"Nacogdoches, TX",48347,946.54
"Navarro, TX",48349,1009.63
"Newton, TX",48351,933.68
"Nolan, TX",48353,912
"Nueces, TX",48355,838.48
"Ochiltree, TX",48357,917.63
"Oldham, TX",48359,1500.53
"Orange, TX",48361,333.67
"Palo Pinto, TX",48363,951.79
"Panola, TX",48365,801.75
"Parker, TX",48367,903.48
"Parmer, TX",48369,880.78
"Pecos, TX",48371,4763.85
"Polk, TX",48373,1057.09
"Potter, TX",48375,908.37
"Presidio, TX",48377,3855.24
"Rains, TX",48379,229.45
"Randall, TX",48381,911.54
"Reagan, TX",48383,1175.3
"Real, TX",48385,699.2
"Red River, TX",48387,1036.58
"Reeves, TX",48389,2635.38
"Refugio, TX",48391,770.44
"Roberts, TX",48393,924.06
"Robertson, TX",48395,855.68
"Rockwall, TX",48397,127.04
"Runnels, TX",48399,1050.95
"Rusk, TX",48401,924.03
"Sabine, TX",48403,491.39
"San Augustine, TX",48405,530.66
"San Jacinto, TX",48407,569.24
"San Patricio, TX",48409,693.45
"San Saba, TX",48411,1135.3
"Schleicher, TX",48413,1310.63
"Scurry, TX",48415,905.44
"Shackelford, TX",48417,914.29
"Shelby, TX",48419,795.58
"Sherman, TX",48421,923.04
"Smith, TX",48423,921.45
"Somervell, TX",48425,186.46
"Starr, TX",48427,1223.18
"Stephens, TX",48429,896.72
"Sterling, TX",48431,923.45
"Stonewall, TX",48433,916.31
"Sutton, TX",48435,1453.93
"Swisher, TX",48437,890.16
"Tarrant, TX",48439,863.61
"Taylor, TX",48441,915.55
"Terrell, TX",48443,2358.03
"Terry, TX",48445,888.84
"Throckmorton, TX",48447,912.55
"Titus, TX",48449,406.05
"Tom Green, TX",48451,1521.97
"Travis, TX",48453,990.2
"Trinity, TX",48455,693.61
"Tyler, TX",48457,924.5
"Upshur, TX",48459,582.95
"Upton, TX",48461,1241.32
"Uvalde, TX",48463,1551.95
"Val Verde, TX",48465,3144.75
"Van Zandt, TX",48467,842.56
"Victoria, TX",48469,882.14
"Walker, TX",48471,784.17
"Waller, TX",48473,513.43
"Ward, TX",48475,835.6
"Washington, TX",48477,603.95
"Webb, TX",48479,3361.48
"Wharton, TX",48481,1086.15
"Wheeler, TX",48483,914.52
"Wichita, TX",48485,627.78
"Wilbarger, TX",48487,970.84
"Willacy, TX",48489,590.55
"Williamson, TX",48491,1118.3
"Wilson, TX",48493,803.73
"Winkler, TX",48495,841.11
"Wise, TX",48497,904.42
"Wood, TX",48499,645.23
"Yoakum, TX",48501,799.71
"Young, TX",48503,914.47
"Zapata, TX",48505,998.41
"Zavala, TX",48507,1297.41
UTAH,49000,82169.62
"Beaver, UT",49001,2589.88
"Box Elder, UT",49003,5745.55
"Cache, UT",49005,1164.81
"Carbon, UT",49007,1478.49
"Daggett, UT",49009,696.98
"Davis, UT",49011,298.78
"Duchesne, UT",49013,3240.95
"Emery, UT",49015,4462.31
"Garfield, UT",49017,5175.12
"Grand, UT",49019,3671.54
"Iron, UT",49021,3296.68
"Juab, UT",49023,3392.28
"Kane, UT",49025,3990.23
"Millard, UT",49027,6572.43
"Morgan, UT",49029,609.2
"Piute, UT",49031,757.79
"Rich, UT",49033,1028.78
"Salt Lake, UT",49035,742.28
"San Juan, UT",49037,7819.99
"Sanpete, UT",49039,1590.15
"Sevier, UT",49041,1910.58
"Summit, UT",49043,1871.71
"Tooele, UT",49045,6941.35
"Uintah, UT",49047,4479.69
"Utah, UT",49049,2003.45
"Wasatch, UT",49051,1175.5
"Washington, UT",49053,2426.36
"Wayne, UT",49055,2460.68
"Weber, UT",49057,576.08
VERMONT,50000,9216.66
"Addison, VT",50001,766.33
"Bennington, VT",50003,674.98
"Caledonia, VT",50005,648.86
"Chittenden, VT",50007,536.58
"Essex, VT",50009,663.6
"Franklin, VT",50011,633.71
"Grand Isle, VT",50013,81.81
"Lamoille, VT",50015,458.8
"Orange, VT",50017,687.03
"Orleans, VT",50019,693.27
"Rutland, VT",50021,929.82
"Washington, VT",50023,687.23
"Windham, VT",50025,785.31
"Windsor, VT",50027,969.34
VIRGINIA,51000,39490.09
"Accomack, VA",51001,449.5
"Albemarle, VA",51003,720.7
"Alleghany, VA",51005,445.46
"Amelia, VA",51007,355.27
"Amherst, VA",51009,473.93
"Appomattox, VA",51011,333.49
"Arlington, VA",51013,25.97
"Augusta, VA",51015,967
"Bath, VA",51017,529.16
"Bedford, VA",51019,753.02
"Bland, VA",51021,357.73
"Botetourt, VA",51023,541.2
"Brunswick, VA",51025,566.17
"Buchanan, VA",51027,502.76
"Buckingham, VA",51029,579.66
"Campbell, VA",51031,503.87
"Caroline, VA",51033,527.51
"Carroll, VA",51035,474.69
"Charles City, VA",51036,182.82
"Charlotte, VA",51037,475.27
"Chesterfield, VA",51041,423.3
"Clarke, VA",51043,176.18
"Craig, VA",51045,329.53
"Culpeper, VA",51047,379.23
"Cumberland, VA",51049,297.46
"Dickenson, VA",51051,330.53
"Dinwiddie, VA",51053,503.72
"Essex, VA",51057,257.12
"Fairfax, VA",51059,390.97
"Fauquier, VA",51061,647.45
"Floyd, VA",51063,380.42
"Fluvanna, VA",51065,286.01
"Franklin, VA",51067,690.43
"Frederick, VA",51069,413.5
"Giles, VA",51071,355.78
"Gloucester, VA",51073,217.81
"Goochland, VA",51075,281.42
"Grayson, VA",51077,442.18
"Greene, VA",51079,156.25
"Greensville, VA",51081,295.23
"Halifax, VA",51083,817.84
"Hanover, VA",51085,468.54
"Henrico, VA",51087,233.7
"Henry, VA",51089,382.33
"Highland, VA",51091,415.16
"Isle of Wight, VA",51093,315.61
"James City, VA",51095,142.44
"King and Queen, VA",51097,315.14
"King George, VA",51099,179.64
"King William, VA",51101,273.94
"Lancaster, VA",51103,133.25
"Lee, VA",51105,435.52
"Loudoun, VA",51107,515.56
"Louisa, VA",51109,496.3
"Lunenburg, VA",51111,431.68
"Madison, VA",51113,320.68
"Mathews, VA",51115,85.93
"Mecklenburg, VA",51117,625.49
"Middlesex, VA",51119,130.31
"Montgomery, VA",51121,387.01
"Nelson, VA",51125,470.86
"New Kent, VA",51127,209.73
"Northampton, VA",51131,211.61
"Northumberland, VA",51133,191.3
"Nottoway, VA",51135,314.39
"Orange, VA",51137,340.78
"Page, VA",51139,310.86
"Patrick, VA",51141,483.1
"Pittsylvania, VA",51143,968.94
"Powhatan, VA",51145,260.22
"Prince Edward, VA",51147,349.96
"Prince George, VA",51149,265.16
"Prince William, VA",51153,336.4
"Pulaski, VA",51155,319.86
"Rappahannock, VA",51157,266.23
"Richmond, VA",51159,191.49
"Roanoke, VA",51161,250.52
"Rockbridge, VA",51163,597.56
"Rockingham, VA",51165,849.09
"Russell, VA",51167,473.82
"Scott, VA",51169,535.53
"Shenandoah, VA",51171,508.78
"Smyth, VA",51173,450.93
"Southampton, VA",51175,599.15
"Spotsylvania, VA",51177,401.5
"Stafford, VA",51179,268.96
"Surry, VA",51181,278.95
"Sussex, VA",51183,490.22
"Tazewell, VA",51185,518.85
"Warren, VA",51187,213.47
"Washington, VA",51191,560.98
"Westmoreland, VA",51193,229.38
"Wise, VA",51195,403.19
"Wythe, VA",51197,461.82
"York, VA",51199,104.78
"Alexandria, VA",51510,15.03
"Bedford, VA",51515,6.88
"Bristol, VA",51520,13.01
"Buena Vista, VA",51530,6.7
"Charlottesville, VA",51540,10.24
"Chesapeake, VA",51550,340.8
"Clifton Forge, VA",51560,0
"Colonial Heights, VA",51570,7.52
"Covington, VA",51580,5.47
"Danville, VA",51590,42.93
"Emporia, VA",51595,6.89
"Fairfax, VA",51600,6.24
"Falls Church, VA",51610,2
"Franklin, VA",51620,8.21
"Fredericksburg, VA",51630,10.44
"Galax, VA",51640,8.24
"Hampton, VA",51650,51.41
"Harrisonburg, VA",51660,17.42
"Hopewell, VA",51670,10.28
"Lexington, VA",51678,2.5
"Lynchburg, VA",51680,49.13
"Manassas, VA",51683,9.88
"Manassas Park, VA",51685,2.53
"Martinsville, VA",51690,10.96
"Newport News, VA",51700,68.71
"Norfolk, VA",51710,54.12
"Norton, VA",51720,7.48
"Petersburg, VA",51730,22.93
"Poquoson, VA",51735,15.32
"Portsmouth, VA",51740,33.65
"Radford, VA",51750,9.87
"Richmond, VA",51760,59.81
"Roanoke, VA",51770,42.56
"Salem, VA",51775,14.44
"South Boston, VA",51780,0
"Staunton, VA",51790,19.98
"Suffolk, VA",51800,400.17
"Virginia Beach, VA",51810,249.02
"Waynesboro, VA",51820,15.04
"Williamsburg, VA",51830,9.02
"Winchester, VA",51840,9.23
WASHINGTON,53000,66455.52
"Adams, WA",53001,1924.98
"Asotin, WA",53003,636.21
"Benton, WA",53005,1700.38
"Chelan, WA",53007,2920.53
"Clallam, WA",53009,1738.33
"Clark, WA",53011,629
"Columbia, WA",53013,868.63
"Cowlitz, WA",53015,1140.13
"Douglas, WA",53017,1819.26
"Ferry, WA",53019,2203.16
"Franklin, WA",53021,1242.17
"Garfield, WA",53023,710.69
"Grant, WA",53025,2679.51
"Grays Harbor, WA",53027,1902.03
"Island, WA",53029,208.45
"Jefferson, WA",53031,1803.7
"King, WA",53033,2115.57
"Kitsap, WA",53035,394.94
"Kittitas, WA",53037,2297.27
"Klickitat, WA",53039,1871.31
"Lewis, WA",53041,2402.8
"Lincoln, WA",53043,2310.49
"Mason, WA",53045,959.42
"Okanogan, WA",53047,5267.98
"Pacific, WA",53049,932.66
"Pend Oreille, WA",53051,1399.99
"Pierce, WA",53053,1669.51
"San Juan, WA",53055,173.92
"Skagit, WA",53057,1731.2
"Skamania, WA",53059,1655.68
"Snohomish, WA",53061,2087.27
"Spokane, WA",53063,1763.79
"Stevens, WA",53065,2477.77
"Thurston, WA",53067,721.96
"Wahkiakum, WA",53069,263.38
"Walla Walla, WA",53071,1270.13
"Whatcom, WA",53073,2106.86
"Whitman, WA",53075,2159.09
"Yakima, WA",53077,4295.4
WEST VIRGINIA,54000,24038.21
"Barbour, WV",54001,341.06
"Berkeley, WV",54003,321.14
"Boone, WV",54005,501.54
"Braxton, WV",54007,510.81
"Brooke, WV",54009,89.21
"Cabell, WV",54011,281.02
"Calhoun, WV",54013,279.25
"Clay, WV",54015,341.9
"Doddridge, WV",54017,319.72
"Fayette, WV",54019,661.55
"Gilmer, WV",54021,338.5
"Grant, WV",54023,477.37
"Greenbrier, WV",54025,1019.57
"Hampshire, WV",54027,640.25
"Hancock, WV",54029,82.61
"Hardy, WV",54031,582.31
"Harrison, WV",54033,416.01
"Jackson, WV",54035,464.35
"Jefferson, WV",54037,209.64
"Kanawha, WV",54039,901.59
"Lewis, WV",54041,384.9
"Lincoln, WV",54043,437.04
"Logan, WV",54045,453.74
"McDowell, WV",54047,533.46
"Marion, WV",54049,308.74
"Marshall, WV",54051,305.43
"Mason, WV",54053,430.75
"Mercer, WV",54055,418.99
"Mineral, WV",54057,327.83
"Mingo, WV",54059,423.11
"Monongalia, WV",54061,360.06
"Monroe, WV",54063,472.75
"Morgan, WV",54065,229.07
"Nicholas, WV",54067,646.82
"Ohio, WV",54069,105.82
"Pendleton, WV",54071,696.05
"Pleasants, WV",54073,130.1
"Pocahontas, WV",54075,940.28
"Preston, WV",54077,648.81
"Putnam, WV",54079,345.67
"Raleigh, WV",54081,605.35
"Randolph, WV",54083,1039.68
"Ritchie, WV",54085,451.99
"Roane, WV",54087,483.56
"Summers, WV",54089,360.46
"Taylor, WV",54091,172.77
"Tucker, WV",54093,418.92
"Tyler, WV",54095,256.29
"Upshur, WV",54097,354.64
"Wayne, WV",54099,505.98
"Webster, WV",54101,553.47
"Wetzel, WV",54103,358.06
"Wirt, WV",54105,232.51
"Wood, WV",54107,366.26
"Wyoming, WV",54109,499.45
WISCONSIN,55000,54157.8
"Adams, WI",55001,645.65
"Ashland, WI",55003,1045.04
"Barron, WI",55005,862.71
"Bayfield, WI",55007,1477.86
"Brown, WI",55009,529.71
"Buffalo, WI",55011,671.64
"Burnett, WI",55013,821.85
"Calumet, WI",55015,318.24
"Chippewa, WI",55017,1008.37
"Clark, WI",55019,1209.82
"Columbia, WI",55021,765.53
"Crawford, WI",55023,570.66
"Dane, WI",55025,1197.24
"Dodge, WI",55027,875.63
"Door, WI",55029,481.98
"Douglas, WI",55031,1304.14
"Dunn, WI",55033,850.11
"Eau Claire, WI",55035,637.98
"Florence, WI",55037,488.2
"Fond du Lac, WI",55039,719.55
"Forest, WI",55041,1014.07
"Grant, WI",55043,1146.85
"Green, WI",55045,583.96
"Green Lake, WI",55047,349.44
"Iowa, WI",55049,762.58
"Iron, WI",55051,758.17
"Jackson, WI",55053,987.72
"Jefferson, WI",55055,556.47
"Juneau, WI",55057,766.93
"Kenosha, WI",55059,271.99
"Kewaunee, WI",55061,342.52
"La Crosse, WI",55063,451.69
"Lafayette, WI",55065,633.59
"Langlade, WI",55067,870.64
"Lincoln, WI",55069,878.97
"Manitowoc, WI",55071,589.08
"Marathon, WI",55073,1544.98
"Marinette, WI",55075,1399.35
"Marquette, WI",55077,455.6
"Menominee, WI",55078,357.61
"Milwaukee, WI",55079,241.4
"Monroe, WI",55081,900.78
"Oconto, WI",55083,997.99
"Oneida, WI",55085,1112.97
"Outagamie, WI",55087,637.52
"Ozaukee, WI",55089,233.08
"Pepin, WI",55091,231.98
"Pierce, WI",55093,573.75
"Polk, WI",55095,913.96
"Portage, WI",55097,800.68
"Price, WI",55099,1254.38
"Racine, WI",55101,332.5
"Richland, WI",55103,586.15
"Rock, WI",55105,718.14
"Rusk, WI",55107,913.59
"St. Croix, WI",55109,722.33
"Sauk, WI",55111,830.9
"Sawyer, WI",55113,1257.31
"Shawano, WI",55115,893.06
"Sheboygan, WI",55117,511.27
"Taylor, WI",55119,974.88
"Trempealeau, WI",55121,732.97
"Vernon, WI",55123,791.58
"Vilas, WI",55125,856.6
"Walworth, WI",55127,555.13
"Washburn, WI",55129,797.11
"Washington, WI",55131,430.7
"Waukesha, WI",55133,549.57
"Waupaca, WI",55135,747.71
"Waushara, WI",55137,626.15
"Winnebago, WI",55139,434.49
"Wood, WI",55141,793.12
WYOMING,56000,97093.14
"Albany, WY",56001,4273.84
"Big Horn, WY",56003,3137.1
"Campbell, WY",56005,4802.71
"Carbon, WY",56007,7897.58
"Converse, WY",56009,4254.88
"Crook, WY",56011,2854.41
"Fremont, WY",56013,9183.81
"Goshen, WY",56015,2225.39
"Hot Springs, WY",56017,2004.09
"Johnson, WY",56019,4154.15
"Laramie, WY",56021,2685.91
"Lincoln, WY",56023,4076.13
"Natrona, WY",56025,5340.35
"Niobrara, WY",56027,2626.04
"Park, WY",56029,6942.08
"Platte, WY",56031,2084.21
"Sheridan, WY",56033,2523.99
"Sublette, WY",56035,4886.54
"Sweetwater, WY",56037,10426.65
"Teton, WY",56039,3995.38
"Uinta, WY",56041,2081.26
"Washakie, WY",56043,2238.55
"Weston, WY",56045,2398.09
